ID,Sodium,Cholesterol,Sugar,Calcium,Iron,Potassium,VitaminC,VitaminE,VitaminD
35149,79,72,0,20,0.27,449,0,1.9,
11147,213,0,1.1,51,1.8,379,30,1.89,0
11148,179,0,1.1,58,2.26,549,18,1.89,0
11765,415,0,1.1,58,2.26,549,18,1.89,0
18168,351,0,46,16,7.8,137,0,1.89,0
18248,557,9,16.28,25,3,113,1.3,1.89,0
15012,"1,500",588,0,275,11.88,181,0,1.89,2.9
11569,29,0,0.53,137,0.8,203,27.4,1.88,0
11891,265,0,0.53,137,0.8,203,27.4,1.88,0
18965,"1,167",0,0,67,4.8,141,0,1.88,0
15253,433,67,0,198,0.57,329,0,1.88,19
18190,368,0,35.44,53,2.6,192,0.1,1.87,0
15232,69,80,0,11,1.13,181,0,1.87,
11245,29,0,0.62,258,0.7,288,37,1.85,0
11487,2,0,2.83,29,0.88,212,6.2,1.85,0
18942,330,0,18.13,29,2.6,113,0,1.85,0
15140,395,97,0,91,0.5,259,3.3,1.84,0
15141,395,97,0,91,0.5,259,3.3,1.84,0
42230,"1,600",25,38.73,36,0.26,50,0,1.84,0
42237,387,0,2,100,5.16,545,0,1.84,0
6960,"2,590",56,5.4,467,0.94,254,0,1.84,
8491,700,0,38.73,397,17.07,309,30.6,1.83,4.5
14623,28,0,10.57,1,0.81,98,40.7,1.83,
18199,243,0,23.53,98,4.72,295,0,1.82,0
19138,68,53,38.31,157,1.75,297,0.1,1.82,
11087,241,0,0.6,114,1.9,909,24.9,1.81,0
11736,477,0,0.6,114,1.9,909,24.9,1.81,0
12154,2,0,1.1,61,3.12,523,1.7,1.8,0
4501,0,0,0,0,0,0,0,1.8,
8579,714,0,21.43,714,12.86,143,17.1,1.79,2.9
18943,503,0,26.31,32,4.3,187,0,1.79,
2033,26,0,2.99,1438,9.76,719,1,1.77,0
25014,771,0,0.54,20,2.36,219,0,1.76,0
42240,444,0,20.1,37,38.8,212,0,1.76,3.1
5147,70,91,0,13,2.83,329,0,1.74,0.1
7073,"1,013",38,0,12,0.79,110,0,1.74,0.6
6063,635,1,5.9,18,0.62,257,11.5,1.73,0
43132,550,0,1.25,25,2.16,180,0,1.73,0
43135,630,0,4.58,44,1.5,340,0,1.73,0
43137,550,0,1.2,29,2.1,180,0,1.73,0
19069,230,0,45.9,36,0.79,220,0,1.72,0
15041,870,13,7.71,77,1.22,69,0,1.71,2.8
15169,166,79,1.23,116,9.21,139,0,1.7,0
18252,427,20,21.58,49,1.1,148,0.2,1.7,0
25054,271,0,40,286,1.03,168,0,1.7,0
4675,755,0,0,,,12,,1.7,
2023,77,0,4.09,1990,82.71,"1,522",51.4,1.69,0
35155,6,,6.46,13,0.37,75,18.3,1.69,0
12201,47,0,0.48,60,6.36,370,0,1.68,0
27049,667,7,4.25,26,0.25,68,2.3,1.68,0
13320,108,3100,0,9,2.3,244,10.5,1.67,0
14462,13,0,1.22,1,0.03,16,8.8,1.67,0
9193,735,0,0,88,3.3,8,0.9,1.65,0
9194,735,0,0,94,3.32,9,1.5,1.65,0
11823,2,0,4.39,9,0.46,166,171,1.65,0
11824,238,0,4.39,9,0.46,166,171,1.65,0
14229,557,0,41.74,36,0.36,"1,184",0,1.65,0
20086,677,0,,205,7.05,100,0,1.64,0
14119,21,0,2.1,3,0.04,19,32.5,1.63,0
8627,47,2,27.43,98,2.47,444,3.1,1.63,
11096,33,,0.38,108,2.14,196,20.2,1.62,0
8261,469,0,28.57,41,9.18,347,0,1.61,0
35154,14,,3.66,13,0.4,110,9.2,1.61,
4640,"1,120",16,3.77,40,0.69,132,0.6,1.6,0
18210,349,0,39.3,27,2.21,91,0,1.6,0
43215,"1,120",16,3.77,40,0.69,132,0.6,1.6,0
15080,487,39,0,249,0.7,300,0,1.6,9.6
1226,199,0,2,73,1.98,213,0.5,1.59,1.6
18961,"1,148",,9.37,26,7.38,129,,1.59,
1205,80,0,33.04,6,0.59,96,0,1.58,0
11821,4,0,4.2,7,0.43,211,127.7,1.58,0
4601,450,106,0,48,1.09,71,0,1.58,1
4602,36,106,0,48,1.09,71,0,1.58,1
8623,382,0,25.74,55,3.09,399,0.2,1.58,
8140,475,0,47,19,6.67,183,0,1.57,0
19071,107,1,34.11,303,1.29,633,0.5,1.57,0
19226,183,0,57.7,8,1.42,196,0,1.56,0
6982,"2,002",,1.78,30,4.11,185,0.6,1.56,
8192,374,0,30,40,3.3,183,1,1.54,1.8
15042,918,82,0,84,1.51,447,1,1.54,2.2
9033,4,0,19.57,19,0.94,411,0.3,1.53,0
19230,184,0,63.1,3,0.16,34,0,1.53,0
1070,122,0,52.54,17,0.03,166,0,1.52,0
18200,406,0,31.65,54,4.07,175,0.3,1.52,0
25035,312,0,20.8,417,2.03,199,0.1,1.52,0
15046,90,70,0,12,1.63,314,0.4,1.52,16.1
6583,"2,036",0,1.57,29,4.01,179,0.3,1.51,0
8277,376,0,33.41,36,2,279,0,1.5,0
11012,14,0,1.3,23,0.91,224,7.7,1.5,0
11086,226,0,0.5,117,2.57,762,30,1.5,0
11705,240,0,1.3,23,0.91,224,7.7,1.5,0
15146,94,133,0,60,0.83,296,0.9,1.5,0
19155,239,13,50.47,93,0.72,323,0.5,1.5,0
13335,7,68,0,2,0.17,16,0,1.5,
9445,3,,10.98,20,0.29,316,105.4,1.49,0
11298,10,0,4.8,36,0.59,375,17,1.49,0
20077,2,0,0.41,73,10.57,"1,182",0,1.49,0
18972,750,10,2.08,90,2.49,84,0,1.49,0.1
35153,48,61,0,42,0.79,370,0,1.49,
25045,225,0,25,250,0.9,447,1.2,1.47,0
43387,29,0,0.42,118,1.51,141,15.5,1.47,0
4686,900,0,18.33,67,0.41,55,0.4,1.46,0
9148,3,0,8.99,34,0.31,312,92.7,1.46,0
11935,"1,114",0,22.77,18,0.51,382,15.1,1.46,0
11949,20,0,22.77,18,0.51,382,15.1,1.46,0
1250,92,2,2.64,110,1.98,176,26.4,1.46,1.1
3860,36,2,10.5,93,1.34,125,9.5,1.46,1.2
3870,36,2,7.6,92,1.32,124,9.6,1.46,1.2
11023,13,0,1.04,42,1.02,602,55.6,1.45,0
11091,41,0,1.39,40,0.67,293,64.9,1.45,0
11710,249,0,1.04,42,1.02,602,55.6,1.45,0
11742,262,0,1.39,40,0.67,293,64.9,1.45,0
6983,"2,071",,1.35,27,3.92,173,0,1.45,
11485,4,0,2.2,48,0.7,352,21,1.44,0
18241,361,57,11.35,53,2.15,132,0.2,1.44,0
6217,385,0,4.31,20,0.66,433,0.8,1.43,0
18255,316,30,19.52,46,3.75,100,1.2,1.43,0
20064,2,0,1.1,24,2.54,374,0,1.43,0
8581,490,0,20.41,204,12.86,306,12.2,1.43,2
11276,130,0,0.29,58,0.8,130,30,1.42,0
11549,524,0,4.25,13,1.02,331,7,1.42,0
18354,157,6,25.75,15,0.42,149,1.7,1.42,0
18973,561,0,1.75,35,3.16,114,0,1.42,0
43217,11,0,4.25,13,1.02,331,7,1.42,0
18954,390,,18.1,46,2.2,210,,1.42,
18235,704,0,1.19,36,3.34,345,0,1.41,0
43306,33,0,2.91,108,5.08,25,6.3,1.41,1.1
4058,0,0,0,0,0,0,0,1.4,0
11339,17,0,2.17,8,0.3,134,177,1.4,0
12142,0,0,3.97,70,2.53,410,1.1,1.4,0
18082,524,0,2.11,32,1.09,74,0,1.4,0
6010,516,11,1.35,32,0.5,98,0.2,1.39,0
18947,393,,,23,2.47,103,,1.39,
9352,3,0,17.45,6,0.43,54,0.5,1.38,0
18963,544,0,3.69,27,3.05,103,0.2,1.38,0.2
15089,414,61,0.43,240,2.3,341,1,1.38,4.8
15040,115,77,0,74,1.41,419,0.7,1.37,5.4
19003,545,0,1.16,164,1.32,135,0,1.36,0
19086,250,1,38.3,110,1.7,505,0.3,1.36,0
43447,15,0,1.41,124,1.7,185,2,1.36,0
11094,17,0,1.47,41,0.72,250,68.3,1.35,0
11273,25,0,0.32,101,1.12,139,13.8,1.35,0
11800,261,0,0.32,101,1.12,139,13.8,1.35,0
15077,784,23,0,11,0.85,175,0,1.35,17.1
1058,48,5,4.68,113,0.03,162,0.9,1.34,0
43528,95,2,19.88,79,1.79,175,11.9,1.34,1
1138,146,884,0.93,64,3.85,222,0,1.34,1.7
8543,568,0,30.4,32,27.8,249,71,1.34,6.3
2034,27,0,3.08,996,35.3,684,12,1.32,0
11093,11,0,1.47,33,0.61,142,40.1,1.32,0
11095,24,0,1.47,51,0.61,180,40.1,1.32,0
11743,260,0,1.47,33,0.61,142,40.1,1.32,0
11744,260,0,1.44,51,0.61,180,40.1,1.32,0
15244,132,62,0.96,92,7.16,242,0,1.32,0
18009,942,1,3.48,49,3.3,224,0,1.32,0
15149,566,126,0,54,0.21,113,0,1.32,0.1
8144,2,0,0.42,40,3.39,389,0,1.31,0
43584,35,0,0.42,17,1.76,353,2.5,1.31,0
1128,207,401,0.4,62,1.89,152,0,1.31,2.2
8054,50,2,20.34,109,2.81,483,0.2,1.3,0
12143,1,0,4.06,72,2.8,424,0.7,1.3,0
12643,383,0,4.06,72,2.8,424,0.7,1.3,0
15150,344,138,0.8,67,1.26,225,1.5,1.3,0.1
11486,4,0,1.97,41,0.6,284,15.1,1.29,0
11866,240,0,1.97,41,0.6,284,15.1,1.29,0
18964,305,3,25.42,164,1.46,96,0.3,1.29,0
15020,56,61,0,15,0.37,345,0,1.29,0.7
1130,155,313,0.31,48,1.48,117,0,1.29,1.7
1139,138,852,0.94,60,3.64,210,0,1.29,1.7
15265,378,83,0,60,0.57,326,0,1.28,14.1
15260,381,83,0,283,0.77,333,0,1.28,14.5
5324,532,43,0,19,0.95,261,0,1.28,
19162,299,12,48.86,118,1.13,303,0.9,1.27,0
5321,557,43,0,31,1.18,265,0,1.27,0.3
8501,630,1,42.6,3,7.62,76,1,1.27,4.9
1144,800,572,21.8,326,3.16,744,0.8,1.26,0
42148,213,7,47.15,88,1.06,330,0.5,1.26,0
11164,50,0,0.57,210,1.12,251,26.4,1.25,0
11693,132,0,4.4,34,1.3,293,9.2,1.25,0
11769,286,0,0.57,210,1.12,251,26.4,1.25,0
15201,110,60,0,29,1.49,521,2.1,1.25,11.4
9449,3,,8.31,46,0.38,244,92.5,1.25,
35151,60,64,0,7,0.53,360,0,1.25,
19051,326,0,0.88,11,1.49,290,0,1.24,0
19816,26,0,0.88,11,1.49,290,0,1.24,0
42204,71,0,0.88,11,1.49,428,0,1.24,0
5007,292,87,0,21,1.37,185,0,1.24,0.2
8001,258,0,15.69,389,17.6,"1,020",20,1.24,4.3
18945,353,,,20,2.26,91,,1.24,
11277,107,0,0.25,48,0.66,102,16,1.23,0
11802,343,0,0.25,48,0.66,102,16,1.23,0
11917,5,0,3.26,9,0.62,91,58.7,1.23,0
9438,7,,10.61,3,0.25,87,2.5,1.23,
11015,287,0,1.06,16,1.83,172,18.4,1.22,0
11092,24,0,1.35,56,0.81,212,56.4,1.22,0
18223,592,11,16.44,172,3.58,114,0.2,1.22,0
15094,51,75,0,47,0.97,384,0,1.22,4.8
15078,47,50,0,26,0.25,394,4,1.22,
11271,16,0,0.1,74,0.7,202,25.3,1.21,0
11799,252,0,0.1,74,0.7,202,25.3,1.21,0
8081,102,0,20.7,38,28,349,0,1.2,0
9078,2,0,4.04,8,0.25,85,13.3,1.2,0
11019,3,0,0.32,18,0.56,172,24.4,1.2,0
11588,14,0,4.8,11,0.06,584,4,1.2,0
11709,240,0,0.32,18,0.56,172,24.4,1.2,0
15166,230,48,0,53,5.3,350,5,1.2,0
15175,44,233,0,32,0.68,246,4.7,1.2,0
15230,460,96,0,106,9.54,630,8,1.2,0
19039,206,5,53.19,43,1.74,109,0,1.2,0
20036,7,0,0.85,23,1.47,223,0,1.2,0
20090,8,0,0.85,11,1.98,289,0,1.2,0
43382,2,0,12.1,8,0.25,77,9.3,1.2,0
15073,72,60,0,9,1.01,167,0,1.2,
35190,51,155,0,58,1.06,960,0,1.2,
9370,6,0,14.66,3,0.27,94,0.7,1.19,0
18966,"1,214",0,0,0,5.14,221,0,1.19,0
20001,4,0,1.69,159,7.61,508,4.2,1.19,0
8586,524,0,28.57,381,17.14,190,17.1,1.19,2.9
8078,563,0,31.25,313,14.06,156,18.8,1.19,3.1
6164,600,0,3.06,27,0.46,297,1.9,1.18,0
11557,546,0,7.36,13,0.76,398,13.2,1.18,0
18950,866,0,15.01,80,5.02,210,0,1.18,0
22974,563,31,0.8,18,0.82,219,0,1.18,0.3
8089,704,0,13.5,74,30,333,22.2,1.18,3.7
5322,424,36,0,22,1.06,249,0,1.18,
5323,518,45,0,20,0.93,248,0,1.18,
22975,583,34,1.27,29,1.09,249,0,1.18,
6068,672,0,3.13,17,0.88,171,1.2,1.17,0
9042,1,0,4.88,29,0.62,162,21,1.17,0
9048,1,0,10.67,29,0.8,140,3.1,1.17,0
8346,766,0,40.65,6,13.65,89,0,1.17,3.3
11655,66,0,3.91,24,0.46,292,8.5,1.16,0
27048,"1,647",0,9.82,19,1.37,312,6.8,1.16,0
43241,50,0,26.2,173,2.78,494,0.6,1.16,0
8218,54,2,24.63,101,2.69,501,0.5,1.15,0
11647,39,0,5.74,17,0.95,193,10.8,1.15,0
15027,421,28,2.5,26,1.01,216,0,1.15,0.4
1132,145,277,1.39,66,1.31,132,0,1.15,1.8
15086,134,63,0,12,0.5,408,0,1.14,13.1
11011,2,0,1.88,24,2.14,202,5.6,1.13,0
14633,14,0,0.63,8,0.3,24,25.1,1.13,0
14608,13,,0.84,,,15,25.2,1.13,
14609,13,,0.84,8,0.3,15,25.2,1.13,
14610,15,,0.42,,,34,25.2,1.13,
18228,"1,116",0,2.22,21,5.13,159,0,1.12,0
18425,198,0,2.22,119,5.13,724,0,1.12,0
15160,112,50,0,65,2.68,628,0,1.12,0.1
18099,825,0,38.3,150,4.5,330,0,1.11,0
18232,918,0,13.8,81,4.69,207,0,1.11,0
19079,88,1,62.36,205,0.14,290,0.5,1.11,0
8494,461,1,34.8,388,16.4,150,21,1.11,3.6
14607,14,,0.41,,,33,24.7,1.11,
14611,21,,7.41,,,14,24.7,1.11,
14612,21,,7.82,,,10,24.7,1.11,
14613,14,,7.82,,,12,24.7,1.11,
14614,16,,8.23,,,12,24.7,1.11,
14615,21,,7.41,,,10,24.7,1.11,
14616,21,,7.82,,,10,24.7,1.11,
14617,21,,7.41,,,8,24.7,1.11,
14618,21,,7.41,,,14,24.7,1.11,
14619,21,,7.41,,,12,24.7,1.11,
35237,298,27,1.57,18,0.66,250,,1.11,
15152,777,252,0,145,2.13,80,4.1,1.1,0
19152,188,12,63.93,145,0.42,188,0.9,1.1,0
43031,156,0,41.35,78,1.7,445,1.4,1.1,0
9447,6,,21.76,6,0.62,507,,1.1,
11514,75,0,5.45,30,1.33,210,5.2,1.09,0
19023,251,0,43.5,36,5.3,238,0,1.09,0
19227,195,0,40,13,0.54,186,0.2,1.09,0
43393,3,0,0.9,44,3.9,391,0,1.09,0
15079,50,74,,11,0.55,429,0,1.09,
11918,4,0,2.86,8,0.52,72,41.2,1.08,0
11919,240,0,2.86,8,0.52,72,41.2,1.08,0
18949,745,0,1.22,39,3.56,373,0,1.08,0
27051,983,0,11.83,26,0.83,309,11.6,1.08,0
1140,141,844,0.4,64,3.65,132,0,1.08,1.4
6026,788,10,5.09,33,1.62,400,3.1,1.08,
2007,160,0,0.67,1767,44.9,"1,400",17.1,1.07,0
8220,234,1,25.65,65,2.58,431,0.4,1.07,0
9079,3,0,65,10,0.53,40,0.2,1.07,0
15039,90,60,0,57,1.1,327,0.7,1.07,4.2
11422,1,0,1.36,21,0.8,340,9,1.06,0
11424,5,0,3.3,26,1.39,206,4.2,1.06,0
11846,241,0,3.3,26,1.39,206,4.2,1.06,0
18198,406,0,39.81,46,3.5,199,0,1.06,0
5058,275,85,0,20,1.25,201,0,1.06,0.1
1053,38,137,0.11,65,0.03,75,0.6,1.06,0.7
1123,142,372,0.37,56,1.75,138,0,1.05,2
18365,638,14,4.91,308,5.61,125,0,1.05,
35188,86,75,0,33,0.36,501,,1.05,
2030,20,0,0.64,443,9.71,"1,329",0,1.04,0
8299,236,0,47.47,10,1.9,148,0,1.04,0
1131,297,370,0.37,56,1.75,138,0,1.04,2
16173,375,,,33,1.95,310,,1.04,
2012,211,0,7.27,1246,42.46,"4,466",566.7,1.03,0
11125,58,0,3.45,30,0.34,235,3.6,1.03,0
11757,302,0,3.45,30,0.34,235,3.6,1.03,0
42130,"2,285",98,0,9,2.11,395,0,1.03,0.4
8262,527,0,23.64,455,8.18,291,0,1.03,1.8
1129,124,373,1.12,50,1.19,126,0,1.03,2.2
15048,379,79,0,241,2.04,194,0.9,1.03,7.3
6028,457,2,2.7,19,1.3,150,3.2,1.03,
11131,59,0,4.08,35,0.53,192,2.3,1.01,0
11760,295,0,4.08,35,0.53,192,2.3,1.01,0
18080,657,0,1.26,22,4.28,124,0,1.01,0
20033,4,0,1.45,58,5.41,566,0,1.01,0
20071,2,0,0.41,25,3.6,340,0,1.01,0
20072,2,0,0.41,29,3.19,363,0,1.01,0
20073,2,0,0.41,27,3.21,397,0,1.01,0
20074,2,0,0.41,32,4.56,432,0,1.01,0
20075,2,0,0.41,34,5.37,435,0,1.01,0
25025,842,0,1.8,171,5.2,7,0,1.01,0
8483,10,1,1.1,25,53,412,1,1.01,
19102,118,3,73.36,42,0.22,119,0,1.01,
4020,838,0,16.86,11,0.73,107,4.8,1,0
4023,955,11,17.31,27,0.9,202,1.5,1,0
4544,0,56,0,0,0,0,0,1,0
6009,653,4,2.06,12,0.88,79,0.3,1,0
11026,4,0,3,13,0.5,533,4,1,0
11299,10,0,4.8,37,0.58,367,13,1,0
11446,48,0,0.49,70,1.8,356,39,1,0
11512,53,0,5,22,0.89,312,26.4,1,0
11591,41,0,0.2,120,0.2,330,43,1,0
11669,872,0,0.65,150,2.18,50,3,1,0
11808,246,0,4.8,37,0.58,367,13,1,0
15148,486,146,0,96,0.29,230,0,1,0
80200,58,50,0,18,1.5,285,0,1,0.2
15095,79,51,0,34,0.84,160,0,1,0.6
15055,65,49,0,41,1.02,357,1.2,1,1.5
15117,39,38,0,8,1.02,252,0,1,5.7
15050,86,47,0,23,1.16,406,2,1,9.1
4549,0,56,,0,0,0,0,1,
9083,2,0,,55,1.54,322,181,1,
8290,53,0,1.86,71,2.54,460,4.2,0.99,0
18203,281,0,34.17,25,4.01,104,0,0.99,0
19151,194,0,53.25,69,0.49,359,0,0.99,0
13318,126,3010,0,43,2.55,274,10.7,0.99,
7053,386,391,0,10,9.19,95,10,0.98,0
14236,83,0,4.63,58,4.6,"2,443",0,0.98,0
16041,2,0,0.36,52,2.3,508,0,0.98,0
16341,238,0,0.36,52,2.3,508,0,0.98,0
18386,509,5,12.95,14,0.54,88,0,0.98,0
18403,730,15,5.02,307,6.91,144,0,0.98,0
19159,194,5,66.89,54,0.67,133,0.2,0.98,0
22976,280,11,4.09,79,0.93,233,2.8,0.98,0.1
8487,466,0,35.4,356,16.7,158,35.4,0.98,4
18388,527,9,23.07,39,2.83,177,0,0.98,
18172,558,0,19.92,77,6.4,346,0,0.97,0
15235,119,66,0,9,0.28,366,0,0.97,0.3
1073,25,0,23.05,6,0.12,18,0,0.96,0
3019,14,0,68.65,18,1.05,312,179.9,0.96,0
8462,3,0,12.4,0,3.1,342,0,0.96,0
11419,8,0,0.69,43,3.2,438,1,0.96,0
11506,13,0,5.42,24,0.6,477,1.5,0.96,0
11848,244,0,0.69,43,3.2,438,1,0.96,0
11874,249,0,5.42,24,0.6,477,1.5,0.96,0
19087,90,21,59,199,0.24,286,0.5,0.96,0
18953,510,59,24.9,73,0.98,350,0,0.96,0.3
8045,571,0,32.14,357,16.07,411,21.4,0.96,3.6
15101,64,37,0,32,0.18,417,1.6,0.96,10.2
18969,265,66,22.05,35,0.95,68,0,0.95,0.3
21005,672,161,0.95,51,1.9,149,0,0.95,0.5
15085,112,53,0,10,0.42,343,0,0.95,11
18935,682,16,5.04,197,5.81,148,,0.95,
18959,231,10,17,14,2.12,103,,0.95,
11510,27,0,5.74,27,0.72,230,12.8,0.94,0
11645,44,0,15.4,15,0.8,185,10.5,0.94,0
11876,263,0,5.74,27,0.72,230,12.8,0.94,0
16043,1,0,0.34,46,2.09,436,0.8,0.94,0
16050,6,0,0.34,90,3.7,561,0,0.94,0
16343,238,0,0.34,46,2.09,436,0.8,0.94,0
16350,242,0,0.34,90,3.7,561,0,0.94,0
8452,8,0,2,44,3.3,502,0,0.94,
19383,135,104,63.47,34,0.03,51,0.2,0.94,
19111,230,0,54,47,0.63,249,0,0.93,0
5292,567,75,0.32,14,2.2,275,0,0.93,0.1
11658,566,118,1.85,165,1.19,231,7.3,0.93,0.8
11236,15,0,1.34,138,0.94,321,25.2,0.92,0
11246,20,0,3.9,59,2.1,180,12,0.92,0
11791,251,0,1.34,138,0.94,321,25.2,0.92,0
12085,16,0,5.01,45,6,565,0,0.92,0
12086,13,0,5.01,43,6.05,632,0.3,0.92,0
12585,640,0,5.01,45,6,565,0,0.92,0
12586,308,0,5.01,43,6.05,632,0.3,0.92,0
12588,614,0,5.01,43,5.03,546,0,0.92,0
18144,657,2,43.33,135,1.5,82,0.2,0.92,0
18286,495,17,13.98,37,2.66,166,0,0.92,0
15247,58,55,0,45,0.61,434,1.4,0.92,11.3
8244,350,0,0,333,15,333,20,0.91,0
8388,10,0,3.2,38,3,280,0,0.91,0
16110,163,0,4.2,138,3.9,"1,470",2.2,0.91,0
18277,247,6,4.85,13,0.51,83,0,0.91,0
15058,347,63,0,34,0.27,226,0,0.91,1.4
8582,607,0,21.2,370,30,185,22.2,0.91,3.7
35015,6,,3.65,5,0.21,75,4.7,0.91,
9043,1,0,7.7,12,0.48,135,11.3,0.9,0
9176,1,0,13.66,11,0.16,168,36.4,0.9,0
12087,12,0,5.91,37,6.68,660,0.5,0.9,0
18348,401,0,8.46,106,2.42,272,0,0.9,0
20069,5,0,,37,2.57,332,0,0.9,0
20070,2,0,,35,2.59,466,0,0.9,0
42153,939,10,3.6,68,0.14,51,0,0.9,0
18939,354,,28.99,11,3.92,81,0,0.9,
6044,773,6,2.28,8,0.67,126,0.8,0.89,0
8297,491,0,43.25,9,15.01,189,40,0.89,0
9021,1,0,9.24,13,0.39,259,10,0.89,0
9357,4,0,18.65,10,0.3,143,3.1,0.89,0
22972,666,35,15.2,44,1.24,305,0.2,0.89,0.2
19135,167,9,59.69,115,0.49,124,0.7,0.89,0.4
2054,"2,964",0,0.41,40,1.67,40,4.3,0.88,0
11098,25,0,2.2,42,1.4,389,85,0.88,0
11162,16,0,0.4,140,1.16,116,18.2,0.88,0
11768,252,0,0.4,140,1.16,116,18.2,0.88,0
1052,34,111,0.11,69,0.03,97,0.6,0.88,0.6
19441,283,1,32.43,541,4.86,250,7.8,0.88,0.8
8017,577,0,38.46,385,17.31,192,23.1,0.88,3.9
22910,284,13,4.23,111,1.27,182,17.1,0.88,
35211,45,107,0,5,4.8,245,0,0.88,
6004,709,2,3,60,1.53,300,1.2,0.87,0
8461,233,0,25.6,35,2.9,362,0,0.87,0
9057,1,0,6.89,27,0.85,139,3.1,0.87,0
9167,1,0,7.7,26,0.64,145,15.3,0.87,0
9190,10,0,8.1,39,1.85,194,36.4,0.87,0
9302,1,0,4.42,25,0.69,151,26.2,0.87,0
11442,9,0,0.28,54,1.86,226,0,0.87,0
11444,67,0,0.61,72,8.9,63,3,0.87,0
11445,233,0,0.6,168,2.85,89,3,0.87,0
14635,29,0,10.37,8,0.31,101,28.5,0.87,0
15147,423,127,0,84,0.26,200,0,0.87,0
16017,3,0,0.32,55,2.85,433,0,0.87,0
16317,239,0,0.32,55,2.85,433,0,0.87,0
16328,238,0,0.32,28,2.94,403,1.2,0.87,0
18137,664,0,54.51,192,1.39,117,0.3,0.87,0
3968,25,1,7.18,133,1.37,89,8.2,0.87,1
15119,354,18,0,13,1.39,207,0,0.87,6.7
6463,319,1,2.95,11,0.31,129,5.8,0.86,0
18429,186,0,0.37,50,3.08,297,0,0.86,0
18970,742,0,2.66,163,3.32,133,0,0.86,0
1072,62,0,16.07,5,0.02,19,0,0.85,0
11234,23,0,1.25,72,0.9,228,41,0.85,0
11351,18,0,1.6,53,1.2,184,82,0.85,0
11790,259,0,1.25,72,0.9,228,41,0.85,0
11827,254,0,1.6,53,1.2,184,82,0.85,0
15167,85,40,0.62,59,4.61,156,0,0.85,0
15170,112,55,0,45,6.7,229,5,0.85,0
16108,2,0,7.33,277,15.7,"1,797",6,0.85,0
18085,455,0,3.92,26,0.94,62,0.8,0.85,0
18117,656,0,57.59,76,1.62,123,0,0.85,0
19038,295,0,45.36,66,3.91,355,0,0.85,0
20062,2,0,0.98,24,2.63,510,0,0.85,0
22899,306,3,3.72,33,0.74,232,0,0.85,0
15126,377,42,0,14,0.97,237,0,0.85,2
8029,732,0,18.9,56,27,616,0,0.85,3.3
15231,212,100,0,16,9.2,302,12.8,0.85,
8390,204,0,18.8,26,4.1,366,0,0.84,0
8503,527,0,18.18,455,4.91,956,0,0.84,0
18239,347,67,11.26,37,2.03,118,0.2,0.84,0
43285,162,277,7.5,17,0.23,147,0,0.84,1.8
43570,499,0,20.3,21,36,179,0,0.84,3.3
15091,68,41,0,10,0.29,256,0,0.84,5.6
8389,8,0,21.8,43,2.5,222,0,0.84,
9081,29,0,37.9,4,0.22,26,2,0.83,0
11533,221,0,3.52,34,1.33,207,7.9,0.83,0
16157,64,0,10.85,45,4.86,846,0,0.83,0
20065,2,0,0.93,13,0.91,224,0,0.83,0
5028,76,563,0,11,11.63,263,27.9,0.82,0
8190,491,0,34.55,36,8.18,309,10.9,0.82,0
16056,24,0,10.7,105,6.24,875,4,0.82,0
18247,298,46,25.87,94,1.8,95,1.7,0.82,0
20088,7,0,2.5,21,1.96,427,0,0.82,0
43100,251,0,27.52,60,3.18,326,1,0.82,0
15017,218,55,0,21,0.49,528,1,0.82,1.2
35171,190,214,0,155,2.2,910,0,0.82,
1067,79,0,11.38,9,0.03,191,0,0.81,0
6043,702,0,1.46,12,1.11,62,0,0.81,0
18216,453,0,1.07,31,2.43,319,0,0.81,0
25046,233,0,6.02,24,5.05,140,0,0.81,0
15234,98,55,0,8,0.23,302,0,0.81,0.2
25032,321,6,42.31,103,1.62,429,0.4,0.81,0.2
15016,78,55,0,14,0.49,244,1,0.81,1.2
8039,431,0,15.1,40,28,340,0,0.81,3.5
35150,58,58,0,5,0.55,380,0,0.81,
2044,4,0,0.3,177,3.17,295,18,0.8,0
4706,"1,004",1,17.75,24,0.36,69,2.1,0.8,0
11423,1,0,1.02,15,0.57,230,4.7,0.8,0
11845,237,0,1.02,15,0.57,230,4.7,0.8,0
18226,557,0,1.01,40,5.94,495,0.1,0.8,0
1253,"1,671",100,2.26,1045,0.63,132,0,0.8,0.6
4134,734,57,9.07,84,0.5,121,0.6,0.8,0.9
1255,"3,663",387,0.07,55,1.71,128,0,0.8,1.5
8274,515,0,21.21,1515,5.45,212,27.3,0.8,3.3
1042,"1,671",100,2.26,1045,0.63,132,0,0.8,7.5
35141,135,109,,10,4.76,409,,0.8,
16051,5,0,0.29,73,2.99,454,0,0.79,0
18015,"1,080",1,8.02,54,2.68,177,0,0.79,0
18362,334,0,28.59,11,3.85,75,0,0.79,0
8633,304,0,21.43,0,28.93,268,0,0.79,1.8
15262,56,57,0,14,0.69,380,0,0.79,3.7
20140,8,0,6.82,27,4.44,388,0,0.79,
35172,56,70,0,5,9.06,379,0,0.79,
9046,3,0,19.7,21,0.65,99,2.8,0.78,0
11090,33,0,1.7,47,0.73,316,89.2,0.78,0
16039,448,0,0.28,47,1.85,288,0.7,0.78,0
18271,256,0,6,25,3.6,112,0,0.78,0
21138,290,0,0.69,13,1.37,550,2.7,0.78,0
